"id","site","timestamp","year","place","dataset","exists","digital","public","online","free","machinereadable","bulk","openlicence","uptodate","url","format","licenseurl","dateavailable","officialtitle","publisher","reviewed","reviewResult","reviewComments","details","isCurrent","isOpen","submitter","reviewer","score"
"13287dc0-cb9a-4f22-9665-df9f2868344a","us-city","2016-06-28T23:08:55","2016","mesa","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://bit.ly/1pnN5ZT","CSV, Excel, Maps","http://www.mesaaz.gov/city-hall/open-data/open-data-terms-of-use",,"Crime Data","Mesa Police Department","Yes","Yes","Submission meets the criteria","RMS Crime Data (incidents by type, date, day and time) - This data set will be leveraged for public use, obfuscating the address number through rounding it to the 100 block.

OF NOTE: The data provided is not comprehensive of all crime data tracked by the Mesa Police Department. Due to the fact that this data is provided in context of address/location, the following crimes are not being reported in the provided data set:

 

 - Sexual Abuse
 - Sexual Assault
 - Sexual Conduct with Minor
 - Suicide
 - Incest
 - Molestation of a Child
 - Homicide

The City of Mesa does not wish to disclose information that is inflammatory in nature that impacts our citizens. It is also worth noting that crimes reported in this data set have not been adjudicated in a court of law for final determination.

Additionally, this information is provided through the [CrimeReports website][1]. This 3rd party website can be used to visually review crime data for Mesa and outlining areas.

Some of the data fields provided are used to report to the Federal Bureau of Investigation. For a listing of data fields and description please see their UCR Program Data Collections page. Alternatively, please see the Bureau of Justice Statistics – NIBRS website for a listing of data fields.


  [1]: https://www.crimereports.com/agency/mesa","Yes","Yes","Mesa Open-Data","Gail Piceno","100"
"4c571c09-a3e3-4fce-b963-b236491082ac","us-city","2016-10-28T20:49:53","2016","losangeles","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.lacity.org/A-Safe-City/LAPD-Crime-and-Collision-Raw-Data-for-2016/ftdn-8ftx","Socrata Portal (Socrata API, CSV, XLS, JSON, RSS)",,,"LAPD Crime and Collision Raw Data for 2016","Los Angeles Police Department","Yes","Yes","Need improvement 
- License is not marked in metadata in Socrata portal. 
- Description needs to be more complete, what kind of crime data does this include or exclude? Is any aggregation done? Are locations generalized to hide personally identifiable information?
- Needs Data Dictionary, no description or clarification provided for fields such as ""Rd"" or ""Crm Cd""

May need to review timeliness of data in future releases - some community members are interested in data more frequently than weekly.","The crime data is fairly large, so LAPD started a new dataset in 2016 so that it loads faster. 

2012 - 2015: https://data.lacity.org/A-Safe-City/Crimes-2012-2015/s9rj-h3s6

2016 to present: https://data.lacity.org/A-Safe-City/LAPD-Crime-and-Collision-Raw-Data-for-2016/ftdn-8ftx

Updates weekly -- unsure what the appropriate update frequency is for crime data. Marked as Yes for timely basis.","Yes","No","Chelsea Ursaner","Vyki Englert","70"
"d17ca9df-8330-4099-8a08-f6ea623c2c3d","us-city","2016-07-14T17:43:38","2016","boston","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"No","https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx","json","http://creativecommons.org/publicdomain/zero/1.0/legalcode",,"Crime Incident Reports","Boston Police Department","Yes","Yes","Dataset last updated July 2016, but appears to only have data up to August 2015.",,"Yes","Yes","Raj Singh","Richard Yarrow","90"
"d99e1791-18d0-4f32-acdf-a1bf6ddd991f","us-city","2015-01-04T08:31:45","2015","sacramento","food-safety","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://data.saccounty.net/datastreams/82720/restaurant-food-inspections/","json","http://www.saccounty.net/ConditionsofUse/",,,"Environmental Management Department foodprogram@saccounty.net","Yes","Yes","Looks good.","The Environmental Management Department, part of Sacramento County, provides a search portal that returns a limited number of .pdf. The reports provide information on the severity of infractions and also provides comments. Because the documents require a search request, are in .pdf format, and are not easily machine readable, the data is hard to gather and use in bulk.","Yes","Yes","anonymous","Code for Sacramento","100"
"a16b32e4-9cd3-4bce-b769-7f4d0c64c01e","us-city","2016-07-08T18:33:17","2016","philly","web-analytics","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://analytics.phila.gov","CSV JSON","https://www.opendataphilly.org/dataset/city-of-philadelphia-web-stats",,"/analytics.phila.gov","Office of Innovation & Technology - 215-686-8101","Yes","Yes"," ","Real-time web traffic statistics for sites on the phila.gov domain.

Limitations: These figures might not include all web traffic for city departments that operate standalone web sites or sites not on the phila.gov domain (though it does include some, such as http://www.pwdplanreview.org/). 

","Yes","Yes","Richard Yarrow","Richard Yarrow","100"
"b4dfa0df-6a13-4651-ab14-b01117b54c9a","us-city","2015-08-28T00:59:26","2015","hartford","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://checkbook.hartford.gov/#/","CSV","http://creativecommons.org/publicdomain/zero/1.0/legalcode",,"checkbook Hartford - The detail of financial data within checkbook Hartford covers every level of the City's General Fund expenditures, from total spending by fiscal year to individual vendor payments. Checkbook Hartford is updated weekly with the most recent closing numbers.","City of Hartford","Yes","Yes",,,"Yes","Yes","Brett Flodine","Brett Flodine","100"
"cfd1c89a-795a-487b-9749-16eb177d6db1","us-city","2015-02-26T18:56:08","2015","culvercity","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.culvercity.org/Expenditures/Checkbook-Explorer/p4ej-zk39","CSV, JSON, PDF, RDF, RSS, XLS, XLSX, XML","https://data.culvercity.org/Expenditures/Checkbook-Explorer/p4ej-zk39/about",,,,"Yes","Yes",,"View or export Culver City's checkbook data
","Yes","Yes","Andrew Frantela","Andrew Frantela","100"
"6f5b57ec-0414-4b13-8742-56e15a21b05d","us-city","2014-09-11T00:09:02","2014","ann-arbor","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www.a2gov.org/departments/finance-admin-services/financial-reporting/a2openbook/Pages/default.aspx","HTML, CSV","http://www.a2gov.org/departments/finance-admin-services/financial-reporting/a2openbook/Pages/default.aspx","2011",,"City of Ann Arbor","Yes","Yes",,"Queries possible by vendor, by fund, delimited by various time spans. P-Card entries are filter-able by spending category (e.g., travel)

","Yes","Yes","anonymous","anonymous","100"
"62fc8900-96c2-4f4d-a4bd-95e448902605","us-city","2015-08-10T17:57:44","2015","boston","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.cityofboston.gov/Finance/Checkbook-Explorer/gqai-h7bg","json","http://www.cityofboston.gov/doit/databoston/data_disclaimer.asp",,,,"Yes","Yes",,,"Yes","Yes","Kezi Cheng","Kezi Cheng","100"
"bfb55152-c21a-4cc7-ba41-3df76cb5c8c3","us-city","2014-02-22T20:31:20","2014","washingtondc","assessment","Yes","Yes","Yes","Yes","Yes","No","No",,"Unsure","https://www.taxpayerservicecenter.com/RP_Search.jsp?search_type=Assessment","HTML",,,,"Office of Tax and Revenue ","Yes","Yes",,"Dates are unclear. Could not find bulk downloads. ","Yes","No","Rebecca Williams","Rebecca Williams","35"
"913b44e6-415c-4227-8388-060c85c72b43","us-city","2015-10-05T01:16:24","2015","washingtondc","deeds","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","https://countyfusion4.propertyinfo.com/countyweb/login.do?countyname=WashingtonDC","PDF",,,,"Office of Tax and Revenue Recorder of Deeds","Yes","Yes",,"Data is there, but very hard to access. No open formats or bulk download. License is unclear. There was also a login (though a Guest login was available) and a disclaimer to click through to get to the data (and many clicks to find the data). ","Yes","No","Emanuel Feld","Emanuel Feld","45"
"e458c63d-2fee-4f68-8d3f-ed1a4d86b652","us-city","2016-11-02T13:24:09","2016","denton","asset-disclosure","Yes","Unsure","No","No","No","No","No",,"No",,,,,,"State and City can provide the data based on requests ","Yes","Yes",,"Data is collected and available by public information request, not openly posted dataset is available to the public.

Texas State code restricts the distribution Personal Financial Statements of Elected Officials to Public Requests.
https://www.ethics.state.tx.us/statutes/ch572.htm#572.032

The data can be requested from: 
http://www.cityofdenton.com/government/city-manager-s-office/city-secretary-s-office/public-information-requests 
","Yes","No","Abdulrahman Habib","Abdulrahman Habib","5"
"708b3171-fea7-41b2-b0ae-1e2f9676aa8c","us-city","2016-11-02T13:16:12","2016","denton","spending","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.cityofdenton.com/departments-services/departments-a-f/finance",,"http://data.cityofdenton.com/about",,"All financial are reported including expenditure ","City of Denton Finance Department ","Yes","Yes",,"City of Denton Finance Department reports it financial every quarter. The list include the past 5 years reports. This include the expenses but it is in a reporting PDF format not detailed expenses. ","Yes","No","Abdulrahman Habib","Abdulrahman Habib","75"
"c6d3bba5-ae74-4be5-9432-e0b4c65ae0e8","us-city","2015-10-05T00:49:09","2015","washingtondc","construction-permits","Yes","Yes","Yes","Yes","Yes","Yes","No",,"No","http://opendata.dc.gov/datasets/fc7da7bd29d4493481b17d032e117d09_0","CSV, geojson, shapefile, KML","http://data.dc.gov/TermsOfUse.aspx",,,"Office of the City Administrator / Department of Consumer and Regulatory Affairs","Yes","Yes",,"Shows construction permits from DDOT's Transportation Online Permitting System (https://tops.ddot.dc.gov/). Bulk downloading is limited to datasets with 10,000 or fewer features, so getting the whole set requires either filtering it or multiple API calls.","Yes","No","Emanuel Feld","Emanuel Feld","50"
"31d781ad-614f-44df-95dd-3c2a33defc08","us-city","2014-11-14T14:23:31","2014","washingtondc","transit","Yes","Yes","Yes","Yes","Yes","Yes","Unsure",,"Yes","http://developer.wmata.com/",,"http://developer.wmata.com/page/API_Terms_of_Use",,,"WMATA","Yes","Yes",,,"Yes","Yes","Joshua Tauberer","Joshua Tauberer","90"
"bb94f5ff-aed1-46f9-a4c9-19cb64c1bd86","us-city","2014-02-22T19:40:13","2014","washingtondc","public-buildings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Unsure","http://data.dc.gov/Metadata.aspx?id=310",,"http://data.dc.gov/TermsOfUse.aspx",,,"DC Geographic Information Systems Program","Yes","Yes",,,"Yes","No","Justin Grimes","Rebecca Williams","60"
"14327616-b4c8-44e9-9022-b84e06194785","us-city","2014-02-22T17:29:42","2014","washingtondc","business-listings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://data.dc.gov/Metadata.aspx?id=1520","CSV","http://data.dc.gov/TermsOfUse.aspx","2004",,"Office of the City Administrator ","Yes","Yes",,"This is current licensed businesses (so it is unclear how long the data has been available). It is also available in XML, KML, & RSS updates. ","Yes","No","Rebecca Williams","Rebecca Williams","70"
"5e3686b4-678e-4328-91cd-b97b6d2f435b","us-city","2014-02-22T16:09:57","2014","washingtondc","service-requests","Yes","Yes","Yes","Yes","Yes","Yes","No",,"Yes","http://data.dc.gov/NewCalendar.aspx?datasetid=4","csv","http://data.dc.gov/TermsOfUse.aspx",,,,"Yes","Yes",,,"Yes","No","Justin Grimes","Justin Grimes","60"
"3975ad30-d75f-4c32-8994-40f390bb109a","us-city","2014-02-22T16:23:10","2014","washingtondc","campaign-finance","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Unsure","http://ocf.dc.gov/dsearch/dsearch.asp","CSV",,"1999",,"Office of Campaign Finance ","Yes","Yes",,"On the Campaign Finance site, not the Data Catalog. ","Yes","No","Rebecca Williams","Rebecca Williams","60"
"cba5243b-199e-4572-8745-32a6cee7f6f6","us-city","2015-10-05T00:23:08","2015","washingtondc","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://crimemap.dc.gov/CrimeMapSearch.aspx","csv","http://data.dc.gov/TermsOfUse.aspx",,,"Metropolitan Police Department","Yes","Yes",,"To access data for the whole city, click the 'Other Geographic Area or Point' tab and choose 'District Boundary' from the dropdown menu.","Yes","No","Emanuel Feld","Emanuel Feld","70"
"53958aa5-9f09-48f7-b3b6-9aee988a52e6","us-city","2015-10-16T13:42:58","2015","washingtondc","parcels","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://opendata.dc.gov/datasets/1f6708b1f3774306bef2fa81e612a725_40","Shapefile (.shp), csv, Geojson, KML, WMS","http://dc.gov/page/terms-and-conditions-use-district-data",,"The dataset contains locations and attributes of owner polygons, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. The tax information (attribution) comes from OTR's Public Extract file. The creation of this layer is automated, occurs weekly, and uses the most currently available tax information.","District of Columbia Government","Yes","Yes",,"great example of open data/open gov!

Published using Esri Open Data Portal: Http://data.dc.gov","Yes","Yes","Tim Abdella","Tim Abdella","100"
"2eb39c2d-d3ea-4823-bbe9-523690c7b81b","us-city","2014-05-23T11:19:17","2014","washingtondc","budget","Yes","Yes","Yes","Yes","Yes","Yes","No",,"Yes","http://cfoinfo.dc.gov/cognos/finance.htm","csv",,,,"Office of the Chief Financial Officer","Yes","Yes",,,"Yes","No","anonymous","Rebecca Williams","60"
"4fdbc7e5-6d89-4e18-8291-452797dcbe89","us-city","2014-03-30T21:52:13","2014","chicago","code-enforcement","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.cityofchicago.org/city/en/depts/bldgs/provdrs/inspect/svcs/building_violationsonline.html","html",,"2008",,"City of Chicago","Yes","Yes",,"Site allows you to retrieve building code violations for any property in the city","Yes","Yes","anonymous","anonymous","100"
"150a99f5-fb1d-49a0-a381-e366c4eca21d","us-city","2015-10-05T00:58:47","2015","washingtondc","lobbyist","Yes","Yes","Yes","Yes","Yes","No","No",,"No","https://efiling.bega-dc.gov/serv/lobbying_activity.asp",,,,,,"Yes","Yes",,"Data appears to not be updated past 2012.","Yes","No","Emanuel Feld","Emanuel Feld","35"
"637fb8df-8c71-4003-9952-49224386d003","us-city","2015-03-30T16:21:49","2015","philly","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Unsure","https://www.opendataphilly.org/dataset/zoning","SHP, GeoJSON, KMZ, API","http://www.phila.gov/CityPlanning/projectreviews/Pages/Zoning.aspx",,,"City of Philadelphia, City Planning Commission","Yes","Yes","Modified ""Is the data provided on a timely and up to date basis?"" to be ""unsure"" to match text description. Spoke to submitter to let her know, expecting another update soon. Other fields check out compared to available data.","Data is maintained in two data sets: Zoning Overlay Districts (Features, Attributes, and Metadata updated September 4, 2014) and Zoning Base Districts. Districts made effective on August 22, 2012. The city's Licenses and Inspections department is responsible for administering the code. Uncertain whether re-zoning is timely updated in the file.","Yes","Yes","Anconaauren L","Ben Novack","90"
"dc3bdd7d-64c4-4441-947b-57844a9f3549","us-city","2014-02-26T18:09:34","2014","philly","code-enforcement","Yes","Yes","Yes","Yes","Yes","Yes","No",,"Yes","http://phlapi.com/licenseapi.html#violations","JSON, XML","http://phlapi.com/license.html","December, 2012",,"Department of ","Yes","Yes",,,"Yes","Yes","Mark Headd","Rebecca Williams","90"
"e9911f59-d3f1-4521-ae9a-59a8bf7c90c4","us-city","2016-04-25T18:22:01","2016","vabeach","assessment","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://va-virginiabeach-realestate.governmax.com/",,,,"Property Assessment Data for the City of Virginia Beach","City of Virginia Beach Real Estate Assessor's Office","Yes","Yes",,,"Yes","No","Jonathan Hobbs","Jonathan Hobbs","45"
"981d8f09-86ab-4e67-a7ca-c525406f4235","us-city","2015-11-25T21:56:18","2015","vabeach","web-analytics","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.vbgov.com/Site-Info/statistics/Pages/1415-yearly-stats.aspx",,,,"Site Statistics","Web Forms webforms@vbgov.com","Yes","Yes",,"main page for statistics has more links for previous years.
http://www.vbgov.com/Site-Info/statistics/Pages/default.aspx","Yes","No","J. Albert Bowden","J. Albert Bowden","45"
"cb2636d9-4711-4ab2-b5eb-00d15483be35","us-city","2014-02-22T19:02:45","2014","vabeach","construction-permits","Yes","Yes","Yes","Yes","Yes","No","Unsure",,"Yes","https://citizenaccess.vbgov.com/","Accela Citizen Access",,,,,"Yes","Yes",,,"Yes","No","Jason Hall","Jason Hall","45"
"14aea56e-edac-4211-bb7a-980a4c231b5c","us-city","2014-02-22T18:54:07","2014","vabeach","asset-disclosure","No","No","No","No","No","No","No",,"No",,,"hamptonroads.com",,,,"Yes","Yes",,,"Yes","No","Yasmin Bowe-Woods","Yasmin Bowe-Woods","0"
"91c1ac9f-3f3d-430e-968f-27858c037eaf","us-city","2016-04-25T19:45:18","2016","vabeach","food-safety","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://healthspace.com/Clients/VDH/VBeach/web.nsf/home.xsp",,,,"Virginia Beach Health District - Food Facilities Inspection Results","Virginia Department of Health","Yes","Yes",,,"Yes","No","Jonathan Hobbs","Jonathan Hobbs","45"
"fb7a48d0-9d8e-40d2-8165-f8bf9e3cf778","us-city","2016-04-25T20:25:15","2016","vabeach","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://eprodmz.vbgov.com/MainUI/Incidents/IncidentSearch.aspx","xml",,,"Police Incident Data","Virginia Beach Police Department - Office of Planning & Analysis Email: vbpd@vbgov.com","Yes","Yes",,"Virginia beach also has a web form https://wwws.vbgov.com/ePRO/MainUI/Crimes/CrimeSearch.aspx","Yes","No","Jonathan Hobbs","Jonathan Hobbs","70"
"efe64164-7f26-411f-b93c-ff42c3e7fde9","us-city","2016-04-25T18:12:56","2016","vabeach","budget","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://budgetdata.vbgov.com/#!/view-data","CSV",,,"Expenditure Budget, Revenue Budget, 6-Year Capital Improvement Program, 6-Year Capital Improvement Program Details, 6-Year Capital Improvement Program Phases datasets","Budget & Management Services Email: budget@vbgov.com","Yes","Yes",,,"Yes","No","Jonathan Hobbs","Jonathan Hobbs","70"
"b424ee33-609b-4f9d-99c3-05f28df075f3","us-city","2016-04-25T18:08:36","2016","vabeach","business-listings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www.vbgov.com/government/departments/commissioner-of-the-revenue/business-license/Pages/2016-new-business-listings.aspx","Excel",,,"New Business Listings for the City of Virginia Beach","City of Virginia Beach, Commissioner of the Revenue","Yes","Yes",,,"Yes","No","Jonathan Hobbs","Jonathan Hobbs","70"
"7d33efd6-8b8e-4cc9-8ec4-8933269afcbd","us-city","2015-08-12T14:29:07","2015","dallas","web-analytics","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.dallasopendata.com/dataset/Dallas-City-Hall-Analytics-2014/dci7-ibhk"," JSON, EXCEL, CSV, XML, PDF, ODATA, API",,,"Dallas City Hall Analytics 2014","City of Dallas","Yes","Yes",,,"Yes","No","anonymous","anonymous","70"
"06074825-6788-460d-82c4-a64e8a2434f7","us-city","2015-03-17T21:52:48","2015","dallas","construction-permits","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.dallasopendata.com/dataset/Building-Inspection-Master-Permits/ks9j-qkj8","CSV,CSV for Excel,JSON,PDF,RDF,RSS,XLS,XLSX,XML",,,,,"Yes","Yes",,,"Yes","No","Gardnerandon L","Gardnerandon L","70"
"01b317a1-eb80-4167-b350-2c0e31278d3b","us-city","2015-03-17T14:56:25","2015","dallas","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://gis.dallascityhall.com/EnterpriseGIS/shapezip.htm","shapefiles",,,,,"Yes","Yes",,,"Yes","No","Gardnerandon L","Gardnerandon L","70"
"434669a0-47a4-4fdf-a6fc-6b8ef44bd197","us-city","2015-03-17T14:51:53","2015","dallas","code-enforcement","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.dallasopendata.com/dataset/Code-Violations/x9pz-kdq9","json, CSV Excel",,,,,"Yes","Yes",,,"Yes","No","Gardnerandon L","Gardnerandon L","70"
"a01866d9-7b68-44cc-9718-71f49f26c92e","us-city","2015-08-12T14:18:09","2015","dallas","lobbyist","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.dallasopendata.com/dataset/Lobbyist-Registration/ffkm-63hd","JSON, EXCEL, CSV, XML, PDF, ODATA, API",,,,"City of Dallas","Yes","Yes",,,"Yes","No","CIS Webgroup","CIS Webgroup","70"
"9e337698-21b1-40d8-b554-89f0c6fc83ec","us-city","2015-04-07T14:24:29","2015","dallas","campaign-finance","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.dallasopendata.com/dataset/Campaign-Finance/ndxz-gccx","CSV,JSON,PDF,RDF,RSS,XLS,XLSX,XML",,,,,"Yes","Yes",,,"Yes","No","Gardnerandon L","Gardnerandon L","70"
"371394fe-41d5-459b-bf12-d051637e4cdb","us-city","2015-08-26T13:21:14","2015","dallas","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.dallasopendata.com/Financial/City-of-Dallas-Payment-Register/64pp-jeba","JSON, EXCEL, CSV, XML, PDF, ODATA, API",,,"City of Dallas Payment Register","City of Dallas","Yes","Yes",,,"Yes","No","CIS Webgroup","CIS Webgroup","70"
"3b535221-ad36-4693-8460-df9a0fb33307","us-city","2015-02-24T20:45:03","2015","dallas","parcels","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www.dallascad.org/GISDataProducts.aspx","shapefiles, csv",,,,"Dallas Central Appraisal District","Yes","Yes",,,"Yes","No","Owen Wilson-Chavez","Owen Wilson-Chavez","70"
"3aac5850-fa7a-4990-bdee-b1e75d9cb203","us-city","2016-10-24T15:48:05","2016","denton","deeds","Yes","Yes","Yes","Yes","Yes","No","No",,"Unsure","https://dentontx.search.kofile.com/48121/Home/Index/1",,,,"Property deeds records available in this system after registration","Denton County","Yes","Yes"," ","The public records site offers public records for registered users. Registration is free as many records are free too. The system also offers other records like UCC, Plats, marriage license, birth records, death records, marks and brands, commissioners court, and foreclosures. ","Yes","No","Abdulrahman Habib","Abdulrahman Habib","35"
"99b071c5-8aea-4b50-b943-8d124e0a4379","us-city","2016-10-18T15:42:13","2016","vegas","food-safety","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://opendata.lasvegasnevada.gov/Public-Safety/Restaurant-Inspections/q8ye-5kwk","CSV, JSON, Excel, RSS, XML","http://opendata.lasvegasnevada.gov",,,"Southern Nevada Health District","Yes","Yes","Data looks good.",,"Yes","Yes","Nevadaas Vegas L","Shawn Looker","100"
"6721d2f4-59c4-48ab-991f-712e0d8a6e34","us-city","2016-10-18T15:40:33","2016","vegas","assessment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://opendata.lasvegasnevada.gov/General-Information/Assessor-Role-City-of-Las-Vegas-Clark-County/2qzr-35md","CSV, JSON, Excel, RSS, XML","http://opendata.lasvegasnevada.gov",,,"Clark County of Southern Nevada","Yes","Yes","Data is there and looks good!",,"Yes","Yes","Nevadaas Vegas L","Shawn Looker","100"
"c93acccd-0252-4831-9e94-defb1ce27251","us-city","2016-10-18T15:43:51","2016","vegas","web-analytics","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://opendata.lasvegasnevada.gov/General-Information/LasVegasNevada-gov-Web-Site-Analytics/f7wg-e4uf","Table, CSV, Excel, API","https://opendata.lasvegasnevada.gov",,,"City of Las Vegas","Yes","Yes","Data is there and looks good!",,"Yes","Yes","Nevadaas Vegas L","Shawn Looker","100"
"3a27d4fe-4341-4e84-9c8a-5b32ccbe4d76","us-city","2015-08-12T14:26:19","2015","dallas","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.dallasopendata.com/browse?category=Police&limitTo=datasets"," JSON, EXCEL, CSV, XML, PDF, ODATA, API",,,"Police Incident, Arrest and other data provided by City of Dallas Police Department.","City of Dallas Police Department","Yes","Yes",,"Data is available via Socrata at https://www.dallasopendata.com/.

Per- incident data is available with lots of interesting metadata including precise location (no geocoding required).","Yes","No","CIS Webgroup","CIS Webgroup","70"
"b2519554-24e0-4584-9716-5d2e60274db2","us-city","2016-10-13T14:21:19","2016","jacksonville","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","No",,"No","https://www.fdle.state.fl.us/cms/FSAC/County-Profiles/Duval.aspx","Excel",,,"Florida Department of Law Enforcement collects SOME data from our local Jacksonville Sheriffs Office for Uniform Crime Reporting (UCR) but not at a detailed level.","Florida Department of Law Enforcement","Yes","Yes","Submitted and approved by the same person. Another party should review the submission in the near future. ","--- **Note about method for evaluation:** When responding to the questions I leveraged the Florida Department of Law Enforcement website for the county (DUVAL) in answering the questions as it's an official govt source and should include the beaches areas (not included in JSO)  of the City of Jacksonville. However, in a response from ""CindyDurrett@fdle.state.fl.us"" on 10/13/2016 they don't receive data from local agencies at that level of detail and also confirmed that the data is ""Open to the Public"" but must cite them as the source. I marked openly licensed as unknown because it requires a URL if you mark yes. 

**Jacksonville Sheriff's Office (JSO) portal for crime statistics and mapping**

http://www.coj.net/departments/sheriffs-office/crime-statistics.aspx

It's a great first stop offering details on data resources, consideration of crime statistics with other data compliments to help interpret and make valid assessments of crime. It also provides disclaimers on the data and 3rd party agency mapping tools. It even offers quick links by zone for view information for each area.

In terms of the data it seems there are 3 main areas:

**1. Mapping Tool**

http://www.coj.net/departments/sheriffs-office/crime-statistics-information-acceptance.aspx

This is the closest resource to granular date and location based crime incidents. JSO provides crime data to this 3rd party. The biggest thing that sticks out is the mention from JSO that ""This information is not intended to be used as official crime data. This program does not provide information about all reported crimes, and excludes specific incidents such as sexual assaults and child abuse."" As a result the mapping tool can not be used as it's not an official 3rd party representing JSO.

**2. FBI Uniform Crime Statistics Site**
 
http://www.ucrdatatool.gov/Search/Crime/Local/LocalCrimeLarge.cfm

-- upon review it appears you get SUMMARY statistics but not the raw data for the city of Jacksonville. There are limitations on the summary data but that is outside the scope of this exercise if it's not the raw data. 

**3. Florida Department of Law Enforcement Website**

https://www.fdle.state.fl.us/cms/FSAC/Data-Statistics-(1).aspx. 

Additional Link for Duval County: https://www.fdle.state.fl.us/cms/FSAC/County-Profiles/Duval.aspx

-- upon review it appears you get SUMMARY statistics but not the raw data for the city of Jacksonville. They do have additional mash ups and formats but it's all aggregated counts by county or by offense or arrest type. For more information on the data collection method see: 

https://www.fdle.state.fl.us/cms/FSAC/Data-History.aspx

**4. Completed Dispatched Calls for Service**

http://callsforservice.jaxsheriff.org/

Upon further investigation this is a forth source for information that has a huge page of recently completed dispatched calls for service with some components of the preferred data fields for crime stats and is commingled with other crime data

Again this data has a disclaimer -> ""This information is not intended to be used as official crime data. This program does not provide information about all crimes, and excludes specific incidents such as sexual assaults and child abuse.""

**Opportunities for working with the JSO on information exchange with citizens**

1.  Sheriff's advisory council (ShAdCo) 
--- link: http://www.coj.net/departments/sheriffs-office/citizen-involvement/sheriff-s-advisory-councils-(shadcos).aspx

2. Transparency Task Force
--- link: http://www.coj.net/departments/sheriffs-office/sheriff-mike-williams/sheriffs-strategic-initiative/transparency.aspx

**Additional Data Source and Notes**

- sexual offender list
http://offender.fdle.state.fl.us/offender/Search.jsp

**10/13/2016 -  I have a request outstanding the to the state of Florida UCR and FSAC teams on detailed data.** ","Yes","No","Brandon Warner","Brandon Warner","50"
"ac4c7b20-c381-490d-bf9b-e64c4eb04d32","us-city","2016-05-12T15:51:20","2016","losangeles","asset-disclosure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure",,"Unsure",,,,,,,"Yes","Yes","Submitter is correct according to the description of Asset Disclosure provided (https://docs.google.com/document/d/1Z-LBxAGf25yRocLuJrmZ-Gi3XIFFgN2b1W9tr3zbxJQ/edit#bookmark=id.9386jvvgiavq) the pdf submitted is not qualified.","Previous links were for lobbying data, which is a different census category.  Los Angeles does not seem to have open data around the following:

> *Top-level government officials’ financial assets, including: name of
> top-level government officials, title, investment information, prior
> and current business relationships, real estate interests, and
> personal income (including gifts and travel or speaking payments).*
","Yes","No","Michael Schnuerle","Vyki Englert","0"
