"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"20141","5","1022","73","0","2015","A","N",4,0,0,0,0,0,0,"N",1.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20143","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",10.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20143","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"20145","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",8.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20147","3","1022","73","0","2015","A","",3,5,41185,41185,41,158,8237,"",21.68,2.13,0.91,7.54,1.71,0.43,0.43,"",0,0.0,1,25.0,998,2.5,998,2.5,1,2.5,-31,-16.4,-1605,-16.3
"20147","5","1022","73","0","2015","A","",5,20,907188,251153,4563,854,44434,"",1.22,0.40,0.31,0.24,0.29,0.75,0.75,"",-1,-16.7,-2,-9.1,-92600,-9.3,57103,29.4,-1487,-24.6,-27,-3.1,-1358,-3.0
"20149","1","1022","73","0","2015","A","",1,1,61968,0,0,1192,61968,"",120.94,2.23,2.59,0.00,0.00,1.16,1.16,"",-1,-50.0,0,0.0,-18767,-23.2,0,0.0,0,0.0,-50,-4.0,-2620,-4.1
"20149","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",5.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20149","5","1022","73","0","2015","A","",7,199,9268223,2464546,28776,896,46574,"",0.71,1.07,0.73,0.71,0.32,0.68,0.68,"",0,0.0,3,1.5,412965,4.7,790873,47.3,6707,30.4,25,2.9,1298,2.9
"20151","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20151","5","1022","73","0","2015","A","N",3,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",-2,-40.0,0,0,0,0,0,0,0,0,0,0,0,0
"20153","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20155","3","1022","73","0","2015","A","",6,64,1636039,1623494,1622,489,25431,"",6.53,2.53,3.19,29.80,4.87,1.26,1.25,"",0,0.0,1,1.6,137398,9.2,137780,9.3,140,9.4,28,6.1,1453,6.1
"20155","5","1022","73","0","2015","A","",22,538,26951432,6318410,100412,964,50103,"",0.81,1.00,0.80,0.61,0.46,0.80,0.80,"",-2,-8.3,-20,-3.6,-192634,-0.7,1774968,39.1,8255,9.0,28,3.0,1443,3.0
"20157","3","1022","73","0","2015","A","N",4,0,0,0,0,0,0,"N",33.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20157","5","1022","73","0","2015","A","",4,11,315074,116127,1842,577,30007,"",1.13,0.28,0.16,0.16,0.18,0.61,0.61,"",-1,-20.0,-1,-8.3,-66045,-17.3,27709,31.3,377,25.7,-42,-6.8,-2200,-6.8
"20159","3","1022","73","0","2015","A","",3,13,94846,52274,66,138,7158,"",16.48,3.52,1.28,6.12,1.41,0.36,0.36,"",0,0.0,1,8.3,8591,10.0,-254,-0.5,13,24.5,-5,-3.5,-288,-3.9
"20159","5","1022","73","0","2015","A","",6,37,1409361,437758,10983,736,38263,"",1.11,0.47,0.29,0.27,0.36,0.62,0.62,"",0,0.0,2,5.7,37384,2.7,132116,43.2,2466,29.0,-29,-3.8,-1504,-3.8
"20161","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20161","5","1022","73","0","2015","A","",22,365,10865618,3483684,85025,573,29803,"",0.82,0.64,0.28,0.41,0.46,0.44,0.44,"",1,4.8,-29,-7.4,-806794,-6.9,793211,29.5,11622,15.8,3,0.5,146,0.5
"20163","3","1022","73","0","2015","A","",3,10,97632,43833,42,196,10188,"",26.40,5.43,2.74,9.97,1.91,0.53,0.53,"",0,0.0,-1,-9.1,-1672,-1.7,-569,-1.3,-1,-2.3,21,12.0,1091,12.0
"20163","5","1022","73","0","2015","A","",5,22,769259,244713,4620,672,34966,"",1.48,0.56,0.33,0.29,0.32,0.58,0.58,"",0,0.0,1,4.8,57009,8.0,91950,60.2,-72,-1.5,22,3.4,1183,3.5
"20165","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",31.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20165","5","1022","73","0","2015","A","",4,39,2133074,534795,5722,1041,54116,"",2.10,1.70,1.68,1.05,0.70,0.98,0.98,"",0,0.0,-5,-11.4,-187475,-8.1,129508,32.0,859,17.7,34,3.4,1773,3.4
"20167","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",11.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20167","5","1022","73","0","2015","A","",8,59,2122245,495200,13129,693,36021,"",1.54,1.08,0.63,0.51,0.65,0.58,0.58,"",0,0.0,-2,-3.3,23465,1.1,126743,34.4,341,2.7,35,5.3,1802,5.3
"20169","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20169","5","1022","73","0","2015","A","",17,326,12410610,3919982,104083,733,38128,"",0.68,0.55,0.32,0.37,0.42,0.59,0.59,"",-3,-15.0,-38,-10.4,-977568,-7.3,951763,32.1,3704,3.7,25,3.5,1314,3.6
"20171","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",7.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20171","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"20173","1","1022","73","0","2015","A","",1,6,201031,0,0,644,33505,"",5.96,0.51,0.26,0.00,0.00,0.52,0.52,"",0,0.0,-1,-14.3,-45647,-18.5,0,0.0,0,0.0,-34,-5.0,-1735,-4.9
"20173","3","1022","73","0","2015","A","",8,42,671292,566202,6200,309,16047,"",1.18,0.18,0.11,1.10,1.37,0.60,0.60,"",0,0.0,-1,-2.3,-35540,-5.0,-13186,-2.3,2294,58.7,-8,-2.5,-455,-2.8
"20173","5","1022","73","0","2015","A","",141,4261,218185313,56931120,2259889,985,51209,"",0.70,0.87,0.54,0.58,0.76,0.62,0.62,"",-12,-7.8,-22,-0.5,-5966884,-2.7,14543167,34.3,363614,19.2,-22,-2.2,-1131,-2.2
"20175","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",6.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20175","5","1022","73","0","2015","A","",8,91,2565089,890831,24014,540,28059,"",0.81,0.40,0.18,0.17,0.37,0.44,0.44,"",-1,-11.1,1,1.1,-25037,-1.0,228599,34.5,1242,5.5,-15,-2.7,-800,-2.8
"20177","2","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",5.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20177","3","1022","73","0","2015","A","N",3,0,0,0,0,0,0,"N",1.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20177","5","1022","73","0","2015","A","",52,1399,70485891,17667713,691699,969,50389,"",0.66,0.73,0.48,0.56,0.87,0.66,0.66,"",-10,-16.1,49,3.6,4423503,6.7,6297541,55.4,196740,39.7,28,3.0,1457,3.0
"20179","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",14.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20179","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20181","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",7.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20181","5","1022","73","0","2015","A","",5,40,1314403,415533,3564,640,33276,"",1.19,0.79,0.47,0.36,0.24,0.60,0.60,"",-1,-16.7,-1,-2.4,-119964,-8.4,110024,36.0,-474,-11.7,-38,-5.6,-1995,-5.7
"20183","5","1022","73","0","2015","A","",4,20,447729,124307,2330,432,22480,"",1.53,0.80,0.35,0.26,0.29,0.44,0.44,"",-1,-20.0,0,0.0,26443,6.3,31908,34.5,-613,-20.8,29,7.2,1503,7.2
"20185","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",21.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20185","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20187","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",18.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20187","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20189","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",9.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20189","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20191","3","1022","73","0","2015","A","",5,17,168486,168486,168,187,9720,"",17.04,2.55,1.33,10.03,1.67,0.51,0.51,"",0,0.0,-1,-5.6,2109,1.3,2109,1.3,15,9.8,11,6.2,562,6.1
"20191","5","1022","73","0","2015","A","",12,106,5247185,1608110,29088,956,49697,"",1.38,0.75,0.63,0.51,0.44,0.84,0.85,"",0,0.0,19,21.8,871830,19.9,757402,89.0,8758,43.1,-14,-1.4,-739,-1.5
"20193","5","1022","73","0","2015","A","",8,102,5899792,1323140,8871,1111,57794,"",1.28,1.30,1.27,0.94,0.41,0.97,0.97,"",-2,-20.0,6,6.2,1060327,21.9,442791,50.3,-13467,-60.3,138,14.2,7207,14.2
"20195","5","1022","73","0","2015","A","",3,17,785477,211275,3035,871,45316,"",1.32,0.67,0.53,0.35,0.40,0.78,0.78,"",0,0.0,-4,-19.0,-65179,-7.7,51156,31.9,-1569,-34.1,76,9.6,3989,9.7
"20197","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",11.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20197","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20199","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20201","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",13.17,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20201","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20203","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",16.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20205","3","1022","73","0","2015","A","",3,14,181253,6432,6,245,12720,"",21.35,4.36,2.86,0.86,0.10,0.65,0.64,"",0,0.0,1,7.7,9052,5.3,878,15.8,-2,-25.0,-3,-1.2,-195,-1.5
"20205","5","1022","73","0","2015","A","",4,11,339723,135495,293,612,31849,"",0.96,0.16,0.08,0.10,0.01,0.52,0.52,"",0,0.0,0,0.0,-103374,-23.3,-10651,-7.3,-504,-63.2,-169,-21.6,-8740,-21.5
"20207","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",16.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20207","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20209","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20209","5","1022","73","0","2015","A","",22,494,39763068,7214086,298529,1547,80424,"",0.41,0.28,0.25,0.15,0.27,0.90,0.90,"",-9,-29.0,26,5.6,412871,1.0,2711058,60.2,36885,14.1,-69,-4.3,-3598,-4.3
"20999","5","1022","73","0","2015","A","",60,424,32494935,6445600,227378,1472,76564,"",1.68,1.06,0.71,0.80,0.63,0.67,0.67,"N",-3,-4.8,0,0,0,0,0,0,0,0,0,0,0,0
"21000","1","1022","53","0","2015","A","",2,21,761571,0,0,697,36265,"",1.23,0.24,0.14,0.00,0.00,0.60,0.60,"",0,0.0,-1,-4.5,-24603,-3.1,0,0.0,0,0.0,5,0.7,257,0.7
"21000","2","1022","53","0","2015","A","",13,124,5776827,0,0,896,46587,"",3.10,1.43,1.81,0.00,0.00,1.26,1.26,"",0,0.0,-2,-1.6,57308,1.0,0,0.0,0,0.0,25,2.9,1314,2.9
"21000","3","1022","53","0","2015","A","",136,2625,63776935,6382559,90374,467,24295,"",2.06,1.53,1.48,2.65,3.69,0.96,0.96,"",0,0.0,18,0.7,1526878,2.5,391666,6.5,6196,7.4,8,1.7,412,1.7
"21000","5","1022","53","0","2015","A","",1750,25165,1235123756,276066296,8470095,944,49080,"",0.89,0.69,0.44,0.61,0.53,0.63,0.63,"",-42,-2.3,-1137,-4.3,-55100982,-4.3,-3919115,-1.4,-1338594,-13.6,1,0.1,25,0.1
"21001","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21001","5","1022","73","0","2015","A","",7,49,1330418,526901,12380,519,26968,"",1.07,0.54,0.27,0.59,0.41,0.51,0.51,"",1,16.7,0,0.0,63428,5.0,76968,17.1,-507,-3.9,25,5.1,1286,5.0
"21003","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",5.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21003","5","1022","73","0","2015","A","",5,29,1086210,307015,4854,718,37348,"",1.01,0.35,0.21,0.35,0.15,0.60,0.60,"",0,0.0,1,3.6,5526,0.5,2091,0.7,114,2.4,-20,-2.7,-1019,-2.7
"21005","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21005","5","1022","73","0","2015","A","",5,13,371786,130204,2212,550,28599,"",0.80,0.15,0.07,0.13,0.06,0.45,0.45,"",0,0.0,-2,-13.3,-26278,-6.6,-3397,-2.5,-57,-2.5,31,6.0,1612,6.0
"21007","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",10.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21007","5","1022","73","0","2015","A","N",5,0,0,0,0,0,0,"N",1.77,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"21009","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.78,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21009","5","1022","73","0","2015","A","",16,269,11853415,2670032,50138,847,44051,"",0.96,0.83,0.59,0.70,0.37,0.70,0.71,"",2,14.3,20,8.0,1103636,10.3,187451,7.6,2457,5.2,16,1.9,865,2.0
"21011","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",9.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21011","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21013","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21013","5","1022","73","0","2015","A","",10,61,2348863,639154,19647,746,38771,"",1.05,0.36,0.24,0.36,0.31,0.67,0.67,"",-1,-9.1,-5,-7.6,-115307,-4.7,3568,0.6,168,0.9,30,4.2,1529,4.1
"21015","3","1022","73","0","2015","A","",6,144,3530103,0,0,471,24515,"",2.60,1.89,1.78,0.00,0.00,0.94,0.94,"",0,0.0,-2,-1.4,42024,1.2,0,0.0,0,0.0,12,2.6,665,2.8
"21015","5","1022","73","0","2015","A","",39,664,33870815,6601531,190780,981,51023,"",0.57,0.41,0.26,0.28,0.24,0.63,0.63,"",0,0.0,75,12.7,3685528,12.2,683619,11.6,-92481,-32.6,-5,-0.5,-233,-0.5
"21017","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21017","5","1022","73","0","2015","A","",6,29,1258459,259190,6397,842,43772,"",0.70,0.22,0.13,0.15,0.10,0.61,0.61,"",0,0.0,-1,-3.3,-63825,-4.8,-27495,-9.6,-1198,-15.8,6,0.7,300,0.7
"21019","2","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",18.04,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21019","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21019","5","1022","73","0","2015","A","",21,272,10341082,2670996,75136,731,37995,"",0.81,0.55,0.25,0.47,0.39,0.46,0.46,"",1,5.0,-6,-2.2,-53222,-0.5,-108245,-3.9,-5799,-7.2,11,1.5,561,1.5
"21021","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21021","5","1022","73","0","2015","A","",10,114,4359961,1194423,32633,735,38217,"",0.75,0.43,0.24,0.41,0.30,0.55,0.55,"",-3,-23.1,-29,-20.3,-1344363,-23.6,-367688,-23.5,-14390,-30.6,-31,-4.0,-1604,-4.0
"21023","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",12.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21023","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21025","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",5.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21025","5","1022","73","0","2015","A","",6,22,708862,256475,7227,610,31740,"",1.10,0.35,0.19,0.37,0.36,0.52,0.52,"",0,0.0,2,10.0,14878,2.1,6970,2.8,-621,-7.9,-57,-8.5,-2959,-8.5
"21027","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21027","5","1022","73","0","2015","A","",3,24,645218,168574,2592,528,27456,"",0.47,0.35,0.17,0.25,0.13,0.49,0.49,"",0,0.0,1,4.3,-66761,-9.4,-31800,-15.9,-612,-19.1,-69,-11.6,-3612,-11.6
"21029","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21029","5","1022","73","0","2015","A","",5,47,981738,376843,6117,403,20962,"",0.25,0.11,0.04,0.06,0.03,0.34,0.34,"",-1,-16.7,-6,-11.3,-383082,-28.1,-133729,-26.2,-1338,-17.9,-91,-18.4,-4749,-18.5
"21031","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",7.23,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21031","5","1022","73","0","2015","A","",4,10,128450,84191,2081,245,12739,"",0.97,0.18,0.04,0.12,0.08,0.22,0.22,"",-2,-33.3,-1,-9.1,-241451,-65.3,-35256,-29.5,-1416,-40.5,-383,-61.0,-19899,-61.0
"21033","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",5.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21033","5","1022","73","0","2015","A","",5,55,1966271,526604,12163,692,35968,"",0.95,0.67,0.43,0.47,0.28,0.64,0.64,"",-1,-16.7,-1,-1.8,97886,5.2,48382,10.1,1153,10.5,52,8.1,2703,8.1
"21035","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21035","5","1022","73","0","2015","A","",12,204,7138703,2097461,53918,675,35080,"",0.75,0.63,0.37,0.60,0.51,0.59,0.59,"",-2,-14.3,-19,-8.5,-823219,-10.3,-193604,-8.5,-7903,-12.8,-11,-1.6,-584,-1.6
"21037","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.72,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21037","5","1022","73","0","2015","A","",30,238,10218050,2719594,77272,827,42993,"",0.87,0.42,0.25,0.43,0.38,0.60,0.60,"",1,3.4,-13,-5.2,-178868,-1.7,206730,8.2,2989,4.0,30,3.8,1543,3.7
"21041","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",5.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21041","5","1022","73","0","2015","A","",3,17,764435,176348,3609,865,44967,"",0.60,0.13,0.06,0.09,0.05,0.47,0.47,"",0,0.0,2,13.3,39070,5.4,-5812,-3.2,-413,-10.3,-65,-7.0,-3391,-7.0
"21043","5","1022","73","0","2015","A","",8,36,1934340,350289,5532,1041,54107,"",0.93,0.32,0.31,0.28,0.13,0.97,0.97,"",0,0.0,-3,-7.7,85473,4.6,12374,3.7,44,0.8,119,12.9,6188,12.9
"21045","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",6.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21045","5","1022","73","0","2015","A","",6,26,859562,255518,6276,646,33599,"",1.21,0.35,0.21,0.30,0.21,0.62,0.62,"",0,0.0,0,0.0,130472,17.9,14876,6.2,304,5.1,101,18.5,5285,18.7
"21047","1","1022","73","0","2015","A","",1,14,475389,0,0,638,33167,"",45.14,9.28,5.78,0.00,0.00,0.61,0.61,"",0,0.0,-1,-6.7,-21003,-4.2,0,0.0,0,0.0,-17,-2.6,-871,-2.6
"21047","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21047","5","1022","73","0","2015","A","",21,275,12129781,2911596,67157,848,44082,"",0.79,0.44,0.28,0.38,0.22,0.63,0.63,"",-5,-19.2,-31,-10.1,-1412339,-10.4,-69501,-2.3,-6822,-9.2,-2,-0.2,-125,-0.3
"21049","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21049","5","1022","73","0","2015","A","",6,86,5568979,1006399,34544,1243,64630,"",0.43,0.31,0.28,0.26,0.25,0.90,0.90,"",-1,-14.3,-31,-26.5,-1374395,-19.8,-345926,-25.6,-28176,-44.9,106,9.3,5496,9.3
"21051","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21051","5","1022","73","0","2015","A","",7,33,1114429,367096,18881,651,33856,"",1.18,0.42,0.23,0.62,1.11,0.55,0.55,"",0,0.0,-4,-10.8,-129161,-10.4,-3201,-0.9,7139,60.8,6,0.9,321,1.0
"21053","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",7.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21053","5","1022","73","0","2015","A","",4,23,434200,253974,4517,364,18947,"",0.94,0.31,0.11,0.27,0.14,0.36,0.36,"",0,0.0,-4,-14.8,-78324,-15.3,-25417,-9.1,-168,-3.6,3,0.8,196,1.0
"21055","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",10.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21055","5","1022","73","0","2015","A","",4,21,612655,217512,4997,552,28718,"",1.42,0.56,0.33,0.56,0.47,0.58,0.58,"",-1,-20.0,4,23.5,-243573,-28.4,17380,8.7,663,15.3,-403,-42.2,-20918,-42.1
"21057","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",12.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21057","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21059","2","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",9.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21059","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21059","5","1022","73","0","2015","A","N",17,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,"N",-2,-10.5,0,0,0,0,0,0,0,0,0,0,0,0
"21061","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",12.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21061","5","1022","73","0","2015","A","N",3,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
